fec_path,mode,channel,intensity_unit,intensity,crc_ok,total,crc_rate,crc_ci_low,crc_ci_high,ber,total_harq_rounds,avg_harq_per_block,max_harq_rounds,saturation_rate,pre_sync,hdr_ok,decode_called,base_seed
ir_harq,DATA,Partial_Barrage,percent,50.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000565,10,9,3,0xa73088b80665e965
ir_harq,VOICE,Clean,none,0.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x522647bdd932d149
ir_harq,VOICE,AWGN,dB_SNR,-20.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,10,8,0,0x71c09bb13e41ed94
ir_harq,VOICE,AWGN,dB_SNR,-25.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,10,10,2,0xd4fe151e332fc0d0
ir_harq,VOICE,AWGN,dB_SNR,-30.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.001036,10,10,1,0xf3c9295ef35f79e8
ir_harq,VOICE,AWGN,dB_SNR,-35.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.102535,10,10,0,0xa2573d54386fedc1
ir_harq,VOICE,AWGN,dB_SNR,-40.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.473615,10,6,0,0x62aa7fe9ff39749b
ir_harq,VOICE,AWGN,dB_SNR,-45.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.786941,5,1,0,0x168c94f4d0e63a68
ir_harq,VOICE,AWGN,dB_SNR,-50.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.926363,3,0,0,0x8293ac8261e52101
ir_harq,VOICE,Barrage,dB_JSR,5.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0xedbf7ba016c4f2ce
ir_harq,VOICE,Barrage,dB_JSR,10.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x3635fd6ede9e63a5
ir_harq,VOICE,Barrage,dB_JSR,15.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,10,10,3,0xd619ac73b729194e
ir_harq,VOICE,Barrage,dB_JSR,20.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,10,9,3,0xcca5cf1505795d4b
ir_harq,VOICE,Barrage,dB_JSR,25.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,10,10,2,0x5a06d6a71685d030
ir_harq,VOICE,Barrage,dB_JSR,30.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.001076,10,10,4,0x1f1a677483a9713c
ir_harq,VOICE,Barrage,dB_JSR,35.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.101544,10,10,5,0x1bc5ce1c96f975ee
ir_harq,VOICE,Barrage,dB_JSR,40.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.473942,8,5,3,0x0d1ed90ca6dff126
ir_harq,VOICE,Barrage,dB_JSR,45.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.787718,3,0,0,0x103f6544d45509c8
ir_harq,VOICE,Barrage,dB_JSR,50.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.926826,5,1,0,0x69814ec555795289
ir_harq,VOICE,CW,dB_JSR,5.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0xfc6a7b4bf9d517af
ir_harq,VOICE,CW,dB_JSR,10.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x608375fe299122db
ir_harq,VOICE,CW,dB_JSR,15.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x1364e7b67fa7adf4
ir_harq,VOICE,CW,dB_JSR,20.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0xc476e41b5a8deaa5
ir_harq,VOICE,CW,dB_JSR,25.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,1,1,0,0x02d576ab379e260c
ir_harq,VOICE,CW,dB_JSR,30.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0xc52322d0b6f0928c
ir_harq,VOICE,CW,dB_JSR,35.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x42aceba6de3b2ffc
ir_harq,VOICE,CW,dB_JSR,40.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.894186,1,1,1,0x16b28ec8f4adeb89
ir_harq,VOICE,CW,dB_JSR,45.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,1.000000,1,1,1,0xa14559c4a0b0a68c
ir_harq,VOICE,CW,dB_JSR,50.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,1.000000,0,0,0,0x6c5e0c74d67cefb3
ir_harq,VOICE,Pulse,dB_PeakJSR,10.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x9d2fc5bc5962bbbf
ir_harq,VOICE,Pulse,dB_PeakJSR,15.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,2,0,0,0xb592868427d2158c
ir_harq,VOICE,Pulse,dB_PeakJSR,20.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x7ef6d9f32a14f6c8
ir_harq,VOICE,Pulse,dB_PeakJSR,25.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,4,0,0,0x3844873ee5c1a28d
ir_harq,VOICE,Pulse,dB_PeakJSR,30.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,1,0,0,0xfdbb0ffef820ef12
ir_harq,VOICE,Pulse,dB_PeakJSR,35.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,2,0,0,0x06e619a7cbc9d531
ir_harq,VOICE,Pulse,dB_PeakJSR,40.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.098828,4,1,0,0x8b345e31e6d1c8b7
ir_harq,VOICE,Multi,dB_JSR,5.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x6cb27b28d42337a4
ir_harq,VOICE,Multi,dB_JSR,10.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0xb46bdc1748800e1f
ir_harq,VOICE,Multi,dB_JSR,15.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x3e2471a8755c149d
ir_harq,VOICE,Multi,dB_JSR,20.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0xb9a308326a69ba13
ir_harq,VOICE,Multi,dB_JSR,25.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x74cc4419c3738e85
ir_harq,VOICE,Multi,dB_JSR,30.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x6985afe13ed1c9fe
ir_harq,VOICE,Multi,dB_JSR,35.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.107481,1,0,0,0x1416f42ecd13b379
ir_harq,VOICE,Multi,dB_JSR,40.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.473760,0,0,0,0x76c2f1097dd2fdb4
ir_harq,VOICE,Multi,dB_JSR,45.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.803897,2,0,0,0x4d429d2053576f77
ir_harq,VOICE,Multi,dB_JSR,50.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.926404,1,0,0,0x2247541db6285874
ir_harq,VOICE,Swept,dB_JSR,5.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0xfdf90c6628796195
ir_harq,VOICE,Swept,dB_JSR,10.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0xd11e8d309d643204
ir_harq,VOICE,Swept,dB_JSR,15.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x1d7cedc68c5366ae
ir_harq,VOICE,Swept,dB_JSR,20.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0x9a556857db578996
ir_harq,VOICE,Swept,dB_JSR,25.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0xfd2ed24bcbe07899
ir_harq,VOICE,Swept,dB_JSR,30.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0xdaa82fbcd9a28999
ir_harq,VOICE,Swept,dB_JSR,35.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000000,0,0,0,0xedf4018550bac9fc
ir_harq,VOICE,Swept,dB_JSR,40.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.871875,1,1,0,0x8286ea4b74f15a69
ir_harq,VOICE,Swept,dB_JSR,45.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,1.000000,1,0,0,0x68bc71f17d6aacbc
ir_harq,VOICE,Swept,dB_JSR,50.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,1.000000,0,0,0,0x9937ba9c46d2914a
ir_harq,VOICE,Partial_Barrage,percent,5.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000064,5,2,0,0xcdd58d62a1bd516f
ir_harq,VOICE,Partial_Barrage,percent,10.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000132,9,2,0,0x38df4aaffe2010d3
ir_harq,VOICE,Partial_Barrage,percent,15.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000195,7,4,3,0x8f9981bbd431ce73
ir_harq,VOICE,Partial_Barrage,percent,20.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000259,10,7,3,0xcecaa9f1a8620f1e
ir_harq,VOICE,Partial_Barrage,percent,25.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000386,10,7,4,0xcb1c2d9bedb9ad44
ir_harq,VOICE,Partial_Barrage,percent,30.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000345,10,8,4,0xaab32a1c73ecdf4e
ir_harq,VOICE,Partial_Barrage,percent,35.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000395,10,6,2,0x5590064ee8d2a19f
ir_harq,VOICE,Partial_Barrage,percent,40.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000491,10,7,1,0xe1ef34a9da2090e6
ir_harq,VOICE,Partial_Barrage,percent,45.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000522,10,9,5,0xf2ab654b9409d1d1
ir_harq,VOICE,Partial_Barrage,percent,50.00,0,10,0.000000,0.000000,0.308497,1.000000,80,8.0000,8,0.000509,10,6,2,0x3a103ccc807e9237
